ID,Text,Class,Remarks
446,কোন শিক্ষিত মানুষের নৈতিকতা কিছুতেই এমন হতে পারে না,Disgust,
447,ও আচ্ছা! আপনারা তাহলে সব দিক চিন্তা করেই লুসিয়াকে বাড়ির কত্রী বানাতে চাইছেন!,Surprise,
448,"কিন্তু বন্ধুত্ব, বিশ্বাস, ধর্মীয় আচরণ, সমমানসিকতা আর দীর্ঘদিনের পরিচয়, এই ব্যাপারগুলো একটা সুখী দাম্পত্য জীবনের নিশ্চয়তা দেয়।",Happiness,
449,"কিন্তু ঐদিন মায়ের সাথে কথা বলার পর থেকে লুইসাকে দেখলেই কেমন যেন অস্বস্তি লাগে; বিশেষ করে, যখন মনে হয় লুইসা যেন গায়ে পরে ভাব জমানোর চেষ্টা করছে।",Disgust,
450,এ-জাতীয় নানা কারণে লুইসার প্রতি একরকম বিতৃষ্ণা অনুভব করছিল ফ্রিদিওফ,Disgust,
451,তবে সকালের নির্মল বাতাস কিছুক্ষণ পর ওর মনোভাবে পরিবর্তন আনল,Happiness,
452,আরেকজনেরর সঙ্গে শোবার ঘর ভাগ করে নেয়ার চিন্তাটা খুব বাজে লাগে,Disgust,
453,"এ যেন লজ্জা-শরমের আবরণকে টেনে ছিঁড়ে ফেলা, সমস্ত পেলবতাকে ছুঁড়ে ফেলা, মানুষের শ্রেষ্ঠত্বকে ধ্বংস করা।",Disgust,
454,ওর সঙ্গে একা দেখা করার চিন্তাটার মধ্যেও কেমন বিশ্রী একটা নিরাসক্ততা আছে।,Disgust,
455,এ-জাতীয় এলোমেলো চিন্তা করতে করতে বনের মধ্যে উদ্দেশ্যহীন ঘুরে বেড়াতে লাগত ফ্রিদিওফ,Sadness,
456,"পথিমধ্যে যত ছত্রাক, ব্যাঙের ছাতা বা ছোটখাটো গাছপালা পড়ল সব দুমড়ে-মুচড়ে একাকার করে ফেললো",Anger,
457,"মনে হচ্ছে, কোন সাপ কী এ-জাতীয় কিছু যদি চোখে পড়ে, তাহলে পায়ের তলায় খুব করে পিষে মারবে ওটাকে; না-হলে গুলি করে শেষ করে দেবে",Anger,
458,রাত্রিগুলো ছিল সাক্ষাত আতঙ্ক!,Fear,
459,কথাগুলো মায়ের মুখের ওপর ছুঁড়ে ফেলে বাইরে চলে গেল ফ্রিদিওফ,Anger,
460,"ধীরে-ধীরে ফ্রিদিওফ আরও বেশি অসহায় হয়ে পড়ল, ভীষণ একাকীত্ব গ্রাস করল",Sadness,
461,একদিনের ছোট্ট একটা ঘটনা ফ্রিদিওফের শেষ শক্তিটুকুও কেড়ে নিল।,Sadness,
462,কিন্তু এ জাতীয় ভক্তি-ভালোবাসায় ফ্রিদিওফ আগের চেয়ে বরং বেশি বিরক্ত হলো,Happiness,
463,অবিরাম নজরদারি আর ব্যক্তিগত ব্যাপারে অনধিকারচর্চা কারোরই ভালো লাগার কথা নয়।,Disgust,
464,আবেগ-অনুভূতিগুলোও আজকাল আর আগের মত কাজ করে না–কোনকিছুর প্রতিই কোন টান,Sadness,
465,"তার নিটোল কটিদেশ, ছন্দোবদ্ধ চলন, চারপাশে এক যাদুকরী মোহময়তা সৃষ্টি করে",Happiness,
466,"বিশুদ্ধ মধুর মত স্বর্ণালী চুলগুলো এলোমেলো হয়ে যখন বুক আর মুখের ওপর ছড়িয়ে পড়ে, মনে হয় যেন জ্যোতিষ্কের উজ্জ্বলতা ঠিকরে বেড়ুচ্ছে",Happiness,
